id,name,image,detail,category_id,price,stock,status,create_time,update_time
4123,Americanos,http://127.0.0.1:8080/images/4123.png,Treat yourself to one of our tempting yet affordable Americanos.  It make for a quick and tasty meal treat.,6,439,256,0,2023/1/1 9:00,2023/1/1 9:00
4124,Chicken Sandwich,http://127.0.0.1:8080/images/4124.png,Treat yourself to one of our tempting yet affordable Chicken Sandwich.  It make for a quick and tasty meal treat.,99,2176,265,1,2023/1/1 9:00,2023/1/1 9:00
4125,Expresso,http://127.0.0.1:8080/images/4125.png,Treat yourself to one of our tempting yet affordable Expresso.  It make for a quick and tasty meal treat.,28,128,373,1,2023/1/1 9:00,2023/1/1 9:00
4126,Tiramisu cup,http://127.0.0.1:8080/images/4126.png,Treat yourself to one of our tempting yet affordable Tiramisu cup.  It make for a quick and tasty meal treat.,22,2924,440,0,2023/1/1 9:00,2023/1/1 9:00
4127,BBQ Pork Skewer,http://127.0.0.1:8080/images/4127.png,Treat yourself to one of our tempting yet affordable BBQ Pork Skewer.  It make for a quick and tasty meal treat.,77,303,80,0,2023/1/1 9:00,2023/1/1 9:00
4128,Basque Cheese Cake,http://127.0.0.1:8080/images/4128.png,Treat yourself to one of our tempting yet affordable Basque Cheese Cake.  It make for a quick and tasty meal treat.,81,629,422,1,2023/1/1 9:00,2023/1/1 9:00
4129,Donuts,http://127.0.0.1:8080/images/4129.png,Treat yourself to one of our tempting yet affordable Donuts.  It make for a quick and tasty meal treat.,61,1947,198,0,2023/1/1 9:00,2023/1/1 9:00
4130,Hot Teas,http://127.0.0.1:8080/images/4130.png,Treat yourself to one of our tempting yet affordable Hot Teas.  It make for a quick and tasty meal treat.,35,670,145,1,2023/1/1 9:00,2023/1/1 9:00
4131,Coconut Curry Chicken Rice,http://127.0.0.1:8080/images/4131.png,Treat yourself to one of our tempting yet affordable Coconut Curry Chicken Rice.  It make for a quick and tasty meal treat.,9,838,336,1,2023/1/1 9:00,2023/1/1 9:00
4132,Wireless Bluetooth Earbuds,http://127.0.0.1:8080/images/4132.png,Treat yourself to one of our tempting yet affordable Wireless Bluetooth Earbuds.  It make for a quick and tasty meal treat.,54,2914,264,0,2023/1/1 9:00,2023/1/1 9:00
4133,Creamy Tomato & Pepperoni Spaghetti,http://127.0.0.1:8080/images/4133.png,Treat yourself to one of our tempting yet affordable Creamy Tomato & Pepperoni Spaghetti.  It make for a quick and tasty meal treat.,28,2953,316,1,2023/1/1 9:00,2023/1/1 9:00
4134,Creamy Tomato & Pepperoni Spaghetti,http://127.0.0.1:8080/images/4134.png,Treat yourself to one of our tempting yet affordable Creamy Tomato & Pepperoni Spaghetti.  It make for a quick and tasty meal treat.,8,2455,439,1,2023/1/1 9:00,2023/1/1 9:00
4135,Coconut Curry Chicken Rice,http://127.0.0.1:8080/images/4135.png,Treat yourself to one of our tempting yet affordable Coconut Curry Chicken Rice.  It make for a quick and tasty meal treat.,79,1374,402,0,2023/1/1 9:00,2023/1/1 9:00
4136,Coconut Curry Chicken Rice,http://127.0.0.1:8080/images/4136.png,Treat yourself to one of our tempting yet affordable Coconut Curry Chicken Rice.  It make for a quick and tasty meal treat.,5,2498,240,1,2023/1/1 9:00,2023/1/1 9:00
4137,Americanos,http://127.0.0.1:8080/images/4137.png,Treat yourself to one of our tempting yet affordable Americanos.  It make for a quick and tasty meal treat.,68,803,197,1,2023/1/1 9:00,2023/1/1 9:00
4138,Coconut Curry Chicken Rice,http://127.0.0.1:8080/images/4138.png,Treat yourself to one of our tempting yet affordable Coconut Curry Chicken Rice.  It make for a quick and tasty meal treat.,41,855,191,1,2023/1/1 9:00,2023/1/1 9:00
4139,Cheese Hot Dog,http://127.0.0.1:8080/images/4139.png,Treat yourself to one of our tempting yet affordable Cheese Hot Dog.  It make for a quick and tasty meal treat.,93,1831,172,1,2023/1/1 9:00,2023/1/1 9:00
4140,Basque Cheese Cake,http://127.0.0.1:8080/images/4140.png,Treat yourself to one of our tempting yet affordable Basque Cheese Cake.  It make for a quick and tasty meal treat.,30,2871,389,1,2023/1/1 9:00,2023/1/1 9:00
4141,Coconut Cream Puff with Oreo Cookies,http://127.0.0.1:8080/images/4141.png,Treat yourself to one of our tempting yet affordable Coconut Cream Puff with Oreo Cookies.  It make for a quick and tasty meal treat.,30,2228,401,1,2023/1/1 9:00,2023/1/1 9:00
4142,Cheese Hot Dog,http://127.0.0.1:8080/images/4142.png,Treat yourself to one of our tempting yet affordable Cheese Hot Dog.  It make for a quick and tasty meal treat.,79,1457,334,0,2023/1/1 9:00,2023/1/1 9:00
4143,Hot Teas,http://127.0.0.1:8080/images/4143.png,Treat yourself to one of our tempting yet affordable Hot Teas.  It make for a quick and tasty meal treat.,64,1624,70,1,2023/1/1 9:00,2023/1/1 9:00
4144,Tiramisu cup,http://127.0.0.1:8080/images/4144.png,Treat yourself to one of our tempting yet affordable Tiramisu cup.  It make for a quick and tasty meal treat.,65,1265,372,0,2023/1/1 9:00,2023/1/1 9:00
4145,Expresso,http://127.0.0.1:8080/images/4145.png,Treat yourself to one of our tempting yet affordable Expresso.  It make for a quick and tasty meal treat.,8,776,90,1,2023/1/1 9:00,2023/1/1 9:00
4146,Creamy Carbonara Spaghetti,http://127.0.0.1:8080/images/4146.png,Treat yourself to one of our tempting yet affordable Creamy Carbonara Spaghetti.  It make for a quick and tasty meal treat.,72,2070,322,0,2023/1/1 9:00,2023/1/1 9:00
4147,Tiramisu cup,http://127.0.0.1:8080/images/4147.png,Treat yourself to one of our tempting yet affordable Tiramisu cup.  It make for a quick and tasty meal treat.,27,1304,380,0,2023/1/1 9:00,2023/1/1 9:00
4148,Creamy Carbonara Spaghetti,http://127.0.0.1:8080/images/4148.png,Treat yourself to one of our tempting yet affordable Creamy Carbonara Spaghetti.  It make for a quick and tasty meal treat.,9,575,401,1,2023/1/1 9:00,2023/1/1 9:00
4149,Lattes,http://127.0.0.1:8080/images/4149.png,Treat yourself to one of our tempting yet affordable Lattes.  It make for a quick and tasty meal treat.,68,2201,387,1,2023/1/1 9:00,2023/1/1 9:00
4150,Spaghetti with Meat Sauce,http://127.0.0.1:8080/images/4150.png,Treat yourself to one of our tempting yet affordable Spaghetti with Meat Sauce.  It make for a quick and tasty meal treat.,94,1122,245,0,2023/1/1 9:00,2023/1/1 9:00
4151,Donuts,http://127.0.0.1:8080/images/4151.png,Treat yourself to one of our tempting yet affordable Donuts.  It make for a quick and tasty meal treat.,28,2301,85,1,2023/1/1 9:00,2023/1/1 9:00
4152,Chocolate Cookies,http://127.0.0.1:8080/images/4152.png,Treat yourself to one of our tempting yet affordable Chocolate Cookies.  It make for a quick and tasty meal treat.,82,557,483,1,2023/1/1 9:00,2023/1/1 9:00
4153,Chicken Sandwich,http://127.0.0.1:8080/images/4153.png,Treat yourself to one of our tempting yet affordable Chicken Sandwich.  It make for a quick and tasty meal treat.,67,1775,214,1,2023/1/1 9:00,2023/1/1 9:00
4154,Original Toast,http://127.0.0.1:8080/images/4154.png,Treat yourself to one of our tempting yet affordable Original Toast.  It make for a quick and tasty meal treat.,92,905,404,1,2023/1/1 9:00,2023/1/1 9:00
4155,Creamy Tomato & Pepperoni Spaghetti,http://127.0.0.1:8080/images/4155.png,Treat yourself to one of our tempting yet affordable Creamy Tomato & Pepperoni Spaghetti.  It make for a quick and tasty meal treat.,4,2043,87,1,2023/1/1 9:00,2023/1/1 9:00
4156,Donuts,http://127.0.0.1:8080/images/4156.png,Treat yourself to one of our tempting yet affordable Donuts.  It make for a quick and tasty meal treat.,63,907,163,0,2023/1/1 9:00,2023/1/1 9:00
4157,Cheese Hot Dog,http://127.0.0.1:8080/images/4157.png,Treat yourself to one of our tempting yet affordable Cheese Hot Dog.  It make for a quick and tasty meal treat.,20,1696,369,1,2023/1/1 9:00,2023/1/1 9:00
4158,Cold Teas,http://127.0.0.1:8080/images/4158.png,Treat yourself to one of our tempting yet affordable Cold Teas.  It make for a quick and tasty meal treat.,68,518,413,1,2023/1/1 9:00,2023/1/1 9:00
4159,Chicken Sandwich,http://127.0.0.1:8080/images/4159.png,Treat yourself to one of our tempting yet affordable Chicken Sandwich.  It make for a quick and tasty meal treat.,99,2385,276,1,2023/1/1 9:00,2023/1/1 9:00
4160,Lattes,http://127.0.0.1:8080/images/4160.png,Treat yourself to one of our tempting yet affordable Lattes.  It make for a quick and tasty meal treat.,74,949,129,1,2023/1/1 9:00,2023/1/1 9:00
4161,Coconut Curry Chicken Rice,http://127.0.0.1:8080/images/4161.png,Treat yourself to one of our tempting yet affordable Coconut Curry Chicken Rice.  It make for a quick and tasty meal treat.,98,1117,163,0,2023/1/1 9:00,2023/1/1 9:00
4162,Coconut Curry Chicken Rice,http://127.0.0.1:8080/images/4162.png,Treat yourself to one of our tempting yet affordable Coconut Curry Chicken Rice.  It make for a quick and tasty meal treat.,60,1520,290,1,2023/1/1 9:00,2023/1/1 9:00
4163,Creamy Tomato & Pepperoni Spaghetti,http://127.0.0.1:8080/images/4163.png,Treat yourself to one of our tempting yet affordable Creamy Tomato & Pepperoni Spaghetti.  It make for a quick and tasty meal treat.,21,2828,104,1,2023/1/1 9:00,2023/1/1 9:00
4164,Insulated Stainless Steel Water Bottle,http://127.0.0.1:8080/images/4164.png,Treat yourself to one of our tempting yet affordable Insulated Stainless Steel Water Bottle.  It make for a quick and tasty meal treat.,92,617,469,1,2023/1/1 9:00,2023/1/1 9:00
4165,Tiramisu cup,http://127.0.0.1:8080/images/4165.png,Treat yourself to one of our tempting yet affordable Tiramisu cup.  It make for a quick and tasty meal treat.,65,1400,203,1,2023/1/1 9:00,2023/1/1 9:00
4166,Tiramisu cup,http://127.0.0.1:8080/images/4166.png,Treat yourself to one of our tempting yet affordable Tiramisu cup.  It make for a quick and tasty meal treat.,2,1559,151,1,2023/1/1 9:00,2023/1/1 9:00
4167,Spicy Chicken Cartilage,http://127.0.0.1:8080/images/4167.png,Treat yourself to one of our tempting yet affordable Spicy Chicken Cartilage.  It make for a quick and tasty meal treat.,12,1837,199,1,2023/1/1 9:00,2023/1/1 9:00
4168,Expresso,http://127.0.0.1:8080/images/4168.png,Treat yourself to one of our tempting yet affordable Expresso.  It make for a quick and tasty meal treat.,11,481,381,1,2023/1/1 9:00,2023/1/1 9:00
4169,Original Toast,http://127.0.0.1:8080/images/4169.png,Treat yourself to one of our tempting yet affordable Original Toast.  It make for a quick and tasty meal treat.,98,430,420,0,2023/1/1 9:00,2023/1/1 9:00
4170,Coconut Cream Puff with Oreo Cookies,http://127.0.0.1:8080/images/4170.png,Treat yourself to one of our tempting yet affordable Coconut Cream Puff with Oreo Cookies.  It make for a quick and tasty meal treat.,60,1178,88,0,2023/1/1 9:00,2023/1/1 9:00
4171,Insulated Stainless Steel Water Bottle,http://127.0.0.1:8080/images/4171.png,Treat yourself to one of our tempting yet affordable Insulated Stainless Steel Water Bottle.  It make for a quick and tasty meal treat.,77,482,157,1,2023/1/1 9:00,2023/1/1 9:00
4172,Portable External Phone Charger,http://127.0.0.1:8080/images/4172.png,Treat yourself to one of our tempting yet affordable Portable External Phone Charger.  It make for a quick and tasty meal treat.,52,1195,249,0,2023/1/1 9:00,2023/1/1 9:00
4173,"Bacon, Sausage & Egg Wrap",http://127.0.0.1:8080/images/4173.png,"Treat yourself to one of our tempting yet affordable Bacon, Sausage & Egg Wrap.  It make for a quick and tasty meal treat.",66,1032,122,1,2023/1/1 9:00,2023/1/1 9:00
4174,Classic Hot Dog,http://127.0.0.1:8080/images/4174.png,Treat yourself to one of our tempting yet affordable Classic Hot Dog.  It make for a quick and tasty meal treat.,36,1886,479,0,2023/1/1 9:00,2023/1/1 9:00
4175,Coconut Curry Chicken Rice,http://127.0.0.1:8080/images/4175.png,Treat yourself to one of our tempting yet affordable Coconut Curry Chicken Rice.  It make for a quick and tasty meal treat.,6,2898,90,1,2023/1/1 9:00,2023/1/1 9:00
4176,Cheese Hot Dog,http://127.0.0.1:8080/images/4176.png,Treat yourself to one of our tempting yet affordable Cheese Hot Dog.  It make for a quick and tasty meal treat.,55,1005,430,1,2023/1/1 9:00,2023/1/1 9:00
4177,Coconut Curry Chicken Rice,http://127.0.0.1:8080/images/4177.png,Treat yourself to one of our tempting yet affordable Coconut Curry Chicken Rice.  It make for a quick and tasty meal treat.,100,1404,309,1,2023/1/1 9:00,2023/1/1 9:00
4178,Lattes,http://127.0.0.1:8080/images/4178.png,Treat yourself to one of our tempting yet affordable Lattes.  It make for a quick and tasty meal treat.,94,2544,235,0,2023/1/1 9:00,2023/1/1 9:00
4179,Donuts,http://127.0.0.1:8080/images/4179.png,Treat yourself to one of our tempting yet affordable Donuts.  It make for a quick and tasty meal treat.,81,2175,112,1,2023/1/1 9:00,2023/1/1 9:00
4180,Coconut Cream Puff with Oreo Cookies,http://127.0.0.1:8080/images/4180.png,Treat yourself to one of our tempting yet affordable Coconut Cream Puff with Oreo Cookies.  It make for a quick and tasty meal treat.,31,2887,183,1,2023/1/1 9:00,2023/1/1 9:00
4181,Original Toast,http://127.0.0.1:8080/images/4181.png,Treat yourself to one of our tempting yet affordable Original Toast.  It make for a quick and tasty meal treat.,15,1378,335,1,2023/1/1 9:00,2023/1/1 9:00
4182,Coffee Frappuccino,http://127.0.0.1:8080/images/4182.png,Treat yourself to one of our tempting yet affordable Coffee Frappuccino.  It make for a quick and tasty meal treat.,81,1231,259,1,2023/1/1 9:00,2023/1/1 9:00
4183,Cold Teas,http://127.0.0.1:8080/images/4183.png,Treat yourself to one of our tempting yet affordable Cold Teas.  It make for a quick and tasty meal treat.,20,2253,97,0,2023/1/1 9:00,2023/1/1 9:00
4184,Coffee Frappuccino,http://127.0.0.1:8080/images/4184.png,Treat yourself to one of our tempting yet affordable Coffee Frappuccino.  It make for a quick and tasty meal treat.,11,642,250,1,2023/1/1 9:00,2023/1/1 9:00
4185,Classic Hot Dog,http://127.0.0.1:8080/images/4185.png,Treat yourself to one of our tempting yet affordable Classic Hot Dog.  It make for a quick and tasty meal treat.,78,1093,425,1,2023/1/1 9:00,2023/1/1 9:00
4186,Hot Teas,http://127.0.0.1:8080/images/4186.png,Treat yourself to one of our tempting yet affordable Hot Teas.  It make for a quick and tasty meal treat.,60,2331,292,1,2023/1/1 9:00,2023/1/1 9:00
4187,Cheese Hot Dog,http://127.0.0.1:8080/images/4187.png,Treat yourself to one of our tempting yet affordable Cheese Hot Dog.  It make for a quick and tasty meal treat.,89,682,337,1,2023/1/1 9:00,2023/1/1 9:00
4188,Organic Green Tea,http://127.0.0.1:8080/images/4188.png,Treat yourself to one of our tempting yet affordable Organic Green Tea.  It make for a quick and tasty meal treat.,84,1376,104,1,2023/1/1 9:00,2023/1/1 9:00
4189,Cold Teas,http://127.0.0.1:8080/images/4189.png,Treat yourself to one of our tempting yet affordable Cold Teas.  It make for a quick and tasty meal treat.,76,2502,313,1,2023/1/1 9:00,2023/1/1 9:00
4190,Coconut Cream Puff with Oreo Cookies,http://127.0.0.1:8080/images/4190.png,Treat yourself to one of our tempting yet affordable Coconut Cream Puff with Oreo Cookies.  It make for a quick and tasty meal treat.,99,633,56,1,2023/1/1 9:00,2023/1/1 9:00
4191,Spicy Chicken Cartilage,http://127.0.0.1:8080/images/4191.png,Treat yourself to one of our tempting yet affordable Spicy Chicken Cartilage.  It make for a quick and tasty meal treat.,91,1952,112,1,2023/1/1 9:00,2023/1/1 9:00
4192,Chocolate Cookies,http://127.0.0.1:8080/images/4192.png,Treat yourself to one of our tempting yet affordable Chocolate Cookies.  It make for a quick and tasty meal treat.,93,1584,131,1,2023/1/1 9:00,2023/1/1 9:00
4193,Double Cheese & Ham Sandwich,http://127.0.0.1:8080/images/4193.png,Treat yourself to one of our tempting yet affordable Double Cheese & Ham Sandwich.  It make for a quick and tasty meal treat.,1,1794,232,1,2023/1/1 9:00,2023/1/1 9:00
4194,Basque Cheese Cake,http://127.0.0.1:8080/images/4194.png,Treat yourself to one of our tempting yet affordable Basque Cheese Cake.  It make for a quick and tasty meal treat.,18,2665,166,1,2023/1/1 9:00,2023/1/1 9:00
4195,Coffee Frappuccino,http://127.0.0.1:8080/images/4195.png,Treat yourself to one of our tempting yet affordable Coffee Frappuccino.  It make for a quick and tasty meal treat.,22,1934,497,1,2023/1/1 9:00,2023/1/1 9:00
4196,Donuts,http://127.0.0.1:8080/images/4196.png,Treat yourself to one of our tempting yet affordable Donuts.  It make for a quick and tasty meal treat.,40,2230,224,1,2023/1/1 9:00,2023/1/1 9:00
4197,Americanos,http://127.0.0.1:8080/images/4197.png,Treat yourself to one of our tempting yet affordable Americanos.  It make for a quick and tasty meal treat.,83,1239,370,1,2023/1/1 9:00,2023/1/1 9:00
4198,Wireless Bluetooth Earbuds,http://127.0.0.1:8080/images/4198.png,Treat yourself to one of our tempting yet affordable Wireless Bluetooth Earbuds.  It make for a quick and tasty meal treat.,41,1548,158,1,2023/1/1 9:00,2023/1/1 9:00
4199,Coconut Curry Chicken Rice,http://127.0.0.1:8080/images/4199.png,Treat yourself to one of our tempting yet affordable Coconut Curry Chicken Rice.  It make for a quick and tasty meal treat.,35,855,357,1,2023/1/1 9:00,2023/1/1 9:00
4200,Expresso,http://127.0.0.1:8080/images/4200.png,Treat yourself to one of our tempting yet affordable Expresso.  It make for a quick and tasty meal treat.,66,1493,279,1,2023/1/1 9:00,2023/1/1 9:00
4201,Tiramisu cup,http://127.0.0.1:8080/images/4201.png,Treat yourself to one of our tempting yet affordable Tiramisu cup.  It make for a quick and tasty meal treat.,30,979,175,1,2023/1/1 9:00,2023/1/1 9:00
4202,Expresso,http://127.0.0.1:8080/images/4202.png,Treat yourself to one of our tempting yet affordable Expresso.  It make for a quick and tasty meal treat.,98,1368,418,0,2023/1/1 9:00,2023/1/1 9:00
4203,Tiramisu cup,http://127.0.0.1:8080/images/4203.png,Treat yourself to one of our tempting yet affordable Tiramisu cup.  It make for a quick and tasty meal treat.,51,2157,410,1,2023/1/1 9:00,2023/1/1 9:00
4204,Portable External Phone Charger,http://127.0.0.1:8080/images/4204.png,Treat yourself to one of our tempting yet affordable Portable External Phone Charger.  It make for a quick and tasty meal treat.,12,574,306,1,2023/1/1 9:00,2023/1/1 9:00
4205,"Bacon, Sausage & Egg Wrap",http://127.0.0.1:8080/images/4205.png,"Treat yourself to one of our tempting yet affordable Bacon, Sausage & Egg Wrap.  It make for a quick and tasty meal treat.",77,1017,337,1,2023/1/1 9:00,2023/1/1 9:00
4206,Cheese Hot Dog,http://127.0.0.1:8080/images/4206.png,Treat yourself to one of our tempting yet affordable Cheese Hot Dog.  It make for a quick and tasty meal treat.,3,888,370,1,2023/1/1 9:00,2023/1/1 9:00
4207,Milk Cream Roll Cake,http://127.0.0.1:8080/images/4207.png,Treat yourself to one of our tempting yet affordable Milk Cream Roll Cake.  It make for a quick and tasty meal treat.,20,1207,286,1,2023/1/1 9:00,2023/1/1 9:00
4208,Cold Teas,http://127.0.0.1:8080/images/4208.png,Treat yourself to one of our tempting yet affordable Cold Teas.  It make for a quick and tasty meal treat.,41,756,318,0,2023/1/1 9:00,2023/1/1 9:00
4209,Insulated Stainless Steel Water Bottle,http://127.0.0.1:8080/images/4209.png,Treat yourself to one of our tempting yet affordable Insulated Stainless Steel Water Bottle.  It make for a quick and tasty meal treat.,10,186,491,0,2023/1/1 9:00,2023/1/1 9:00
4210,Original Toast,http://127.0.0.1:8080/images/4210.png,Treat yourself to one of our tempting yet affordable Original Toast.  It make for a quick and tasty meal treat.,72,911,483,0,2023/1/1 9:00,2023/1/1 9:00
4211,Americanos,http://127.0.0.1:8080/images/4211.png,Treat yourself to one of our tempting yet affordable Americanos.  It make for a quick and tasty meal treat.,17,1449,491,1,2023/1/1 9:00,2023/1/1 9:00
4212,BBQ Pork Skewer,http://127.0.0.1:8080/images/4212.png,Treat yourself to one of our tempting yet affordable BBQ Pork Skewer.  It make for a quick and tasty meal treat.,21,2379,460,1,2023/1/1 9:00,2023/1/1 9:00
4213,Original Toast,http://127.0.0.1:8080/images/4213.png,Treat yourself to one of our tempting yet affordable Original Toast.  It make for a quick and tasty meal treat.,96,1973,478,1,2023/1/1 9:00,2023/1/1 9:00
4214,Coconut Curry Chicken Rice,http://127.0.0.1:8080/images/4214.png,Treat yourself to one of our tempting yet affordable Coconut Curry Chicken Rice.  It make for a quick and tasty meal treat.,44,2957,437,1,2023/1/1 9:00,2023/1/1 9:00
4215,Spaghetti with Meat Sauce,http://127.0.0.1:8080/images/4215.png,Treat yourself to one of our tempting yet affordable Spaghetti with Meat Sauce.  It make for a quick and tasty meal treat.,23,2919,446,1,2023/1/1 9:00,2023/1/1 9:00
4216,Cheese Hot Dog,http://127.0.0.1:8080/images/4216.png,Treat yourself to one of our tempting yet affordable Cheese Hot Dog.  It make for a quick and tasty meal treat.,12,1499,111,0,2023/1/1 9:00,2023/1/1 9:00
4217,Cold Teas,http://127.0.0.1:8080/images/4217.png,Treat yourself to one of our tempting yet affordable Cold Teas.  It make for a quick and tasty meal treat.,86,423,314,1,2023/1/1 9:00,2023/1/1 9:00
4218,Tiramisu cup,http://127.0.0.1:8080/images/4218.png,Treat yourself to one of our tempting yet affordable Tiramisu cup.  It make for a quick and tasty meal treat.,40,2965,133,1,2023/1/1 9:00,2023/1/1 9:00
4219,Spaghetti with Meat Sauce,http://127.0.0.1:8080/images/4219.png,Treat yourself to one of our tempting yet affordable Spaghetti with Meat Sauce.  It make for a quick and tasty meal treat.,8,2139,186,0,2023/1/1 9:00,2023/1/1 9:00
4220,Organic Green Tea,http://127.0.0.1:8080/images/4220.png,Treat yourself to one of our tempting yet affordable Organic Green Tea.  It make for a quick and tasty meal treat.,55,1883,190,1,2023/1/1 9:00,2023/1/1 9:00
4221,Hot Teas,http://127.0.0.1:8080/images/4221.png,Treat yourself to one of our tempting yet affordable Hot Teas.  It make for a quick and tasty meal treat.,61,419,73,1,2023/1/1 9:00,2023/1/1 9:00
4222,Coconut Cream Puff with Oreo Cookies,http://127.0.0.1:8080/images/4222.png,Treat yourself to one of our tempting yet affordable Coconut Cream Puff with Oreo Cookies.  It make for a quick and tasty meal treat.,61,1802,190,1,2023/1/1 9:00,2023/1/1 9:00
4223,Milk Cream Roll Cake,http://127.0.0.1:8080/images/4223.png,Treat yourself to one of our tempting yet affordable Milk Cream Roll Cake.  It make for a quick and tasty meal treat.,98,206,207,1,2023/1/1 9:00,2023/1/1 9:00
4224,BBQ Pork Skewer,http://127.0.0.1:8080/images/4224.png,Treat yourself to one of our tempting yet affordable BBQ Pork Skewer.  It make for a quick and tasty meal treat.,23,2823,460,0,2023/1/1 9:00,2023/1/1 9:00
4225,Cheese Hot Dog,http://127.0.0.1:8080/images/4225.png,Treat yourself to one of our tempting yet affordable Cheese Hot Dog.  It make for a quick and tasty meal treat.,65,2984,319,1,2023/1/1 9:00,2023/1/1 9:00
4226,Donuts,http://127.0.0.1:8080/images/4226.png,Treat yourself to one of our tempting yet affordable Donuts.  It make for a quick and tasty meal treat.,70,2259,234,1,2023/1/1 9:00,2023/1/1 9:00
4227,Portable External Phone Charger,http://127.0.0.1:8080/images/4227.png,Treat yourself to one of our tempting yet affordable Portable External Phone Charger.  It make for a quick and tasty meal treat.,42,2081,142,0,2023/1/1 9:00,2023/1/1 9:00
4228,Double Cheese & Ham Sandwich,http://127.0.0.1:8080/images/4228.png,Treat yourself to one of our tempting yet affordable Double Cheese & Ham Sandwich.  It make for a quick and tasty meal treat.,83,2182,296,0,2023/1/1 9:00,2023/1/1 9:00
4229,Milk Cream Roll Cake,http://127.0.0.1:8080/images/4229.png,Treat yourself to one of our tempting yet affordable Milk Cream Roll Cake.  It make for a quick and tasty meal treat.,84,1951,353,1,2023/1/1 9:00,2023/1/1 9:00
4230,Cold Teas,http://127.0.0.1:8080/images/4230.png,Treat yourself to one of our tempting yet affordable Cold Teas.  It make for a quick and tasty meal treat.,63,2678,492,1,2023/1/1 9:00,2023/1/1 9:00
4231,"Bacon, Sausage & Egg Wrap",http://127.0.0.1:8080/images/4231.png,"Treat yourself to one of our tempting yet affordable Bacon, Sausage & Egg Wrap.  It make for a quick and tasty meal treat.",3,525,357,1,2023/1/1 9:00,2023/1/1 9:00
4232,"Bacon, Sausage & Egg Wrap",http://127.0.0.1:8080/images/4232.png,"Treat yourself to one of our tempting yet affordable Bacon, Sausage & Egg Wrap.  It make for a quick and tasty meal treat.",42,1450,433,1,2023/1/1 9:00,2023/1/1 9:00
4233,Insulated Stainless Steel Water Bottle,http://127.0.0.1:8080/images/4233.png,Treat yourself to one of our tempting yet affordable Insulated Stainless Steel Water Bottle.  It make for a quick and tasty meal treat.,38,1026,455,1,2023/1/1 9:00,2023/1/1 9:00
4234,Spaghetti with Meat Sauce,http://127.0.0.1:8080/images/4234.png,Treat yourself to one of our tempting yet affordable Spaghetti with Meat Sauce.  It make for a quick and tasty meal treat.,78,681,493,1,2023/1/1 9:00,2023/1/1 9:00
4235,Double Cheese & Ham Sandwich,http://127.0.0.1:8080/images/4235.png,Treat yourself to one of our tempting yet affordable Double Cheese & Ham Sandwich.  It make for a quick and tasty meal treat.,25,1748,275,1,2023/1/1 9:00,2023/1/1 9:00
4236,"Bacon, Sausage & Egg Wrap",http://127.0.0.1:8080/images/4236.png,"Treat yourself to one of our tempting yet affordable Bacon, Sausage & Egg Wrap.  It make for a quick and tasty meal treat.",8,2349,109,1,2023/1/1 9:00,2023/1/1 9:00
4237,Spicy Chicken Cartilage,http://127.0.0.1:8080/images/4237.png,Treat yourself to one of our tempting yet affordable Spicy Chicken Cartilage.  It make for a quick and tasty meal treat.,76,2693,387,1,2023/1/1 9:00,2023/1/1 9:00
4238,Spaghetti with Meat Sauce,http://127.0.0.1:8080/images/4238.png,Treat yourself to one of our tempting yet affordable Spaghetti with Meat Sauce.  It make for a quick and tasty meal treat.,21,1396,65,0,2023/1/1 9:00,2023/1/1 9:00
4239,Americanos,http://127.0.0.1:8080/images/4239.png,Treat yourself to one of our tempting yet affordable Americanos.  It make for a quick and tasty meal treat.,46,1963,333,1,2023/1/1 9:00,2023/1/1 9:00
4240,Original Toast,http://127.0.0.1:8080/images/4240.png,Treat yourself to one of our tempting yet affordable Original Toast.  It make for a quick and tasty meal treat.,45,1505,212,1,2023/1/1 9:00,2023/1/1 9:00
4241,Americanos,http://127.0.0.1:8080/images/4241.png,Treat yourself to one of our tempting yet affordable Americanos.  It make for a quick and tasty meal treat.,64,2624,289,1,2023/1/1 9:00,2023/1/1 9:00
4242,Cheese Hot Dog,http://127.0.0.1:8080/images/4242.png,Treat yourself to one of our tempting yet affordable Cheese Hot Dog.  It make for a quick and tasty meal treat.,20,1320,445,0,2023/1/1 9:00,2023/1/1 9:00
4243,Awayuki Strawberry Mini Cream Puff,http://127.0.0.1:8080/images/4243.png,Treat yourself to one of our tempting yet affordable Awayuki Strawberry Mini Cream Puff.  It make for a quick and tasty meal treat.,2,1189,257,0,2023/1/1 9:00,2023/1/1 9:00
4244,Organic Green Tea,http://127.0.0.1:8080/images/4244.png,Treat yourself to one of our tempting yet affordable Organic Green Tea.  It make for a quick and tasty meal treat.,49,2933,285,1,2023/1/1 9:00,2023/1/1 9:00
4245,Cheese Hot Dog,http://127.0.0.1:8080/images/4245.png,Treat yourself to one of our tempting yet affordable Cheese Hot Dog.  It make for a quick and tasty meal treat.,80,2011,50,1,2023/1/1 9:00,2023/1/1 9:00
4246,Creamy Tomato & Pepperoni Spaghetti,http://127.0.0.1:8080/images/4246.png,Treat yourself to one of our tempting yet affordable Creamy Tomato & Pepperoni Spaghetti.  It make for a quick and tasty meal treat.,86,2722,422,1,2023/1/1 9:00,2023/1/1 9:00
